Screen,Goal,Exam,Exam_tagged,Is_exam_tagged_correct,Subject,Subject_tagged,Is_subject_tagged_correct,Video_id,Duration_given,Duration_display,Expected_duration_display,Is_duration_okay,Embium_coins,Is_title_present,Is_description_less_150_character_range,Image_url_present,Video_url_present,Teaser_url_present,Status,Title,Description,Learn_path
Learn/home/English Language,Insurance,LIC AAO Prelims,lic aao prelims,Yes,English Language,Quantitative Aptitude,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--lic aao prelims--quantitative aptitude--data interpretation--graphical representation of data--pie chart representation of data
Learn/home,Insurance,NIACL Assistant Prelims,niacl assistant prelims,Yes,All Subjects,Test Of Numerical Ability,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--niacl assistant prelims--test of numerical ability--data interpretation--graphical representation of data--mixed graphs
Learn/home/Test of Reasoning,Insurance,NIACL Assistant Prelims,niacl assistant prelims,Yes,Test of Reasoning,Test Of Numerical Ability,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--niacl assistant prelims--test of numerical ability--data interpretation--graphical representation of data--mixed graphs
Learn/home/Test of Numerical Ability,Insurance,NIACL Assistant Prelims,niacl assistant prelims,Yes,Test of Numerical Ability,Test Of Numerical Ability,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--niacl assistant prelims--test of numerical ability--data interpretation--graphical representation of data--mixed graphs
Learn/home/Test of English Language,Insurance,NIACL Assistant Prelims,niacl assistant prelims,Yes,Test of English Language,Test Of Numerical Ability,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--niacl assistant prelims--test of numerical ability--data interpretation--graphical representation of data--mixed graphs
Learn/home,Insurance,LIC Assistant Prelims,lic assistant prelims,Yes,All Subjects,Numerical Ability,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--lic assistant prelims--numerical ability--data interpretation--graphical representation of data--pie chart representation of data
Learn/home/Reasoning Ability,Insurance,LIC Assistant Prelims,lic assistant prelims,Yes,Reasoning Ability,Numerical Ability,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--lic assistant prelims--numerical ability--data interpretation--graphical representation of data--pie chart representation of data
Learn/home/Numerical Ability,Insurance,LIC Assistant Prelims,lic assistant prelims,Yes,Numerical Ability,Numerical Ability,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--lic assistant prelims--numerical ability--data interpretation--graphical representation of data--pie chart representation of data
Learn/home/English Language,Insurance,LIC Assistant Prelims,lic assistant prelims,Yes,English Language,Numerical Ability,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",insurance--lic assistant prelims--numerical ability--data interpretation--graphical representation of data--pie chart representation of data
Learn/home,Insurance,Insurance,insurance,Yes,All Subjects,Quantitative Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction of Geometric Mean,"the geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",insurance--insurance--quantitative aptitude--arithmetic--progression and series--a.m. and g.m
Learn/home/Reasoning,Insurance,Insurance,insurance,Yes,Reasoning,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction of Geometric Mean,"the geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",insurance--insurance--quantitative aptitude--arithmetic--progression and series--a.m. and g.m
Learn/home/Quantitative Aptitude,Insurance,Insurance,insurance,Yes,Quantitative Aptitude,Quantitative Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction of Geometric Mean,"the geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",insurance--insurance--quantitative aptitude--arithmetic--progression and series--a.m. and g.m
Learn/home/General Awareness,Insurance,Insurance,insurance,Yes,General Awareness,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction of Geometric Mean,"the geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",insurance--insurance--quantitative aptitude--arithmetic--progression and series--a.m. and g.m
Learn/home/English Language,Insurance,Insurance,insurance,Yes,English Language,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction of Geometric Mean,"the geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",insurance--insurance--quantitative aptitude--arithmetic--progression and series--a.m. and g.m
Learn/home/Computer Knowledge,Insurance,Insurance,insurance,Yes,Computer Knowledge,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction of Geometric Mean,"the geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",insurance--insurance--quantitative aptitude--arithmetic--progression and series--a.m. and g.m
Learn/home,Railways,RPF Sub Inspector CBT 1,rpf sub inspector cbt 1,Yes,All Subjects,Arithmetic,Yes,5913653.0,151.0,3 min 20 sec,2 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mutually Exclusive Events,What if two or more events in an experiment do not have any common outcome? Are they Mutually Exclusive Events? Watch the video to know about events having no intersection at all.,railways--rpf sub inspector cbt 1--arithmetic--arithmetic--averages--averages
Learn/home/General Intelligence & Reasoning,Railways,RPF Sub Inspector CBT 1,rpf sub inspector cbt 1,Yes,General Intelligence & Reasoning,Arithmetic,No,5913653.0,151.0,3 min 20 sec,2 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mutually Exclusive Events,What if two or more events in an experiment do not have any common outcome? Are they Mutually Exclusive Events? Watch the video to know about events having no intersection at all.,railways--rpf sub inspector cbt 1--arithmetic--arithmetic--averages--averages
Learn/home/General Awareness,Railways,RPF Sub Inspector CBT 1,rpf sub inspector cbt 1,Yes,General Awareness,Arithmetic,No,5913653.0,151.0,3 min 20 sec,2 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mutually Exclusive Events,What if two or more events in an experiment do not have any common outcome? Are they Mutually Exclusive Events? Watch the video to know about events having no intersection at all.,railways--rpf sub inspector cbt 1--arithmetic--arithmetic--averages--averages
Learn/home/Arithmetic,Railways,RPF Sub Inspector CBT 1,rpf sub inspector cbt 1,Yes,Arithmetic,Arithmetic,Yes,5913653.0,151.0,3 min 20 sec,2 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mutually Exclusive Events,What if two or more events in an experiment do not have any common outcome? Are they Mutually Exclusive Events? Watch the video to know about events having no intersection at all.,railways--rpf sub inspector cbt 1--arithmetic--arithmetic--averages--averages
Learn/home,Railways,RPF Constable CBT 1,rpf constable cbt 1,Yes,All Subjects,Arithmetic,Yes,5913538.0,366.0,3 min 20 sec,6 mins 6 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Permutations,"I was very talkative and had lots of friends. My teacher would change my place daily, ensuring I wasn't around my friends. She had to use the concept of Permutation. Watch the video to explore.",railways--rpf constable cbt 1--arithmetic--arithmetic--averages--averages
Learn/home/General Intelligence & Reasoning,Railways,RPF Constable CBT 1,rpf constable cbt 1,Yes,General Intelligence & Reasoning,Arithmetic,No,5913538.0,366.0,3 min 20 sec,6 mins 6 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Permutations,"I was very talkative and had lots of friends. My teacher would change my place daily, ensuring I wasn't around my friends. She had to use the concept of Permutation. Watch the video to explore.",railways--rpf constable cbt 1--arithmetic--arithmetic--averages--averages
Learn/home/General Awareness,Railways,RPF Constable CBT 1,rpf constable cbt 1,Yes,General Awareness,Arithmetic,No,5913538.0,366.0,3 min 20 sec,6 mins 6 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Permutations,"I was very talkative and had lots of friends. My teacher would change my place daily, ensuring I wasn't around my friends. She had to use the concept of Permutation. Watch the video to explore.",railways--rpf constable cbt 1--arithmetic--arithmetic--averages--averages
Learn/home/Arithmetic,Railways,RPF Constable CBT 1,rpf constable cbt 1,Yes,Arithmetic,Arithmetic,Yes,5913538.0,366.0,3 min 20 sec,6 mins 6 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Introduction to Permutations,"I was very talkative and had lots of friends. My teacher would change my place daily, ensuring I wasn't around my friends. She had to use the concept of Permutation. Watch the video to explore.",railways--rpf constable cbt 1--arithmetic--arithmetic--averages--averages
Learn/home,Railways,RRC Group D CBT,rrc group d cbt,Yes,All Subjects,Mathematics,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrc group d cbt--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home/Mathematics,Railways,RRC Group D CBT,rrc group d cbt,Yes,Mathematics,Mathematics,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrc group d cbt--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Science,Railways,RRC Group D CBT,rrc group d cbt,Yes,General Science,Mathematics,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrc group d cbt--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Intelligence and Reasoning,Railways,RRC Group D CBT,rrc group d cbt,Yes,General Intelligence and Reasoning,Mathematics,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrc group d cbt--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Awareness and Current Affairs,Railways,RRC Group D CBT,rrc group d cbt,Yes,General Awareness and Current Affairs,Mathematics,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrc group d cbt--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home,Railways,RRB NTPC CBT 1,rrb ntpc cbt 1,Yes,All Subjects,Mathematics,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrb ntpc cbt 1--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home/Mathematics,Railways,RRB NTPC CBT 1,rrb ntpc cbt 1,Yes,Mathematics,Mathematics,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrb ntpc cbt 1--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Intelligence and Reasoning,Railways,RRB NTPC CBT 1,rrb ntpc cbt 1,Yes,General Intelligence and Reasoning,Mathematics,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrb ntpc cbt 1--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Awareness,Railways,RRB NTPC CBT 1,rrb ntpc cbt 1,Yes,General Awareness,Mathematics,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",railways--rrb ntpc cbt 1--mathematics--arithmetic--progression and series--A.M. and G.M.
Learn/home,Railways,Railways,railways,Yes,All Subjects,General Awareness,Yes,5912377.0,120.0,2 min ,2 mins 0 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Global Warming,"Hot days are getting hotter and more frequent all over the globe, while we are experiencing fewer cold days. This is happening due to a phenomenon called ‘global warming’. In this video you will be studying different causes and effects of global warming.",railways--railways--general awareness--ecology and environment--environmental affairs--environmental issues
Learn/home/Reasoning,Railways,Railways,railways,Yes,Reasoning,General Awareness,No,5912377.0,120.0,2 min ,2 mins 0 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Global Warming,"Hot days are getting hotter and more frequent all over the globe, while we are experiencing fewer cold days. This is happening due to a phenomenon called ‘global warming’. In this video you will be studying different causes and effects of global warming.",railways--railways--general awareness--ecology and environment--environmental affairs--environmental issues
Learn/home/Quantitative Aptitude,Railways,Railways,railways,Yes,Quantitative Aptitude,General Awareness,No,5912377.0,120.0,2 min ,2 mins 0 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Global Warming,"Hot days are getting hotter and more frequent all over the globe, while we are experiencing fewer cold days. This is happening due to a phenomenon called ‘global warming’. In this video you will be studying different causes and effects of global warming.",railways--railways--general awareness--ecology and environment--environmental affairs--environmental issues
Learn/home/General Awareness,Railways,Railways,railways,Yes,General Awareness,General Awareness,Yes,5912377.0,120.0,2 min ,2 mins 0 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Global Warming,"Hot days are getting hotter and more frequent all over the globe, while we are experiencing fewer cold days. This is happening due to a phenomenon called ‘global warming’. In this video you will be studying different causes and effects of global warming.",railways--railways--general awareness--ecology and environment--environmental affairs--environmental issues
Learn/home,SSC,IB Security Assistant or Executive Tier 1,ib security assistant or executive tier 1,Yes,All Subjects,Quantitative Aptitude,Yes,5913548.0,141.0,3 min 57 sec,2 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Arrangement of Words in the Form of Dictionary,We have already studied permutation and factorial notation. Watch this video to understand the concept of the arrangement of words in the form of a dictionary.,ssc--ib security assistant or executive tier 1--quantitative aptitude--arithmetic--counting principles--permutations and combinations
Learn/home/Quantitative Aptitude,SSC,IB Security Assistant or Executive Tier 1,ib security assistant or executive tier 1,Yes,Quantitative Aptitude,Quantitative Aptitude,Yes,5913548.0,141.0,3 min 57 sec,2 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Arrangement of Words in the Form of Dictionary,We have already studied permutation and factorial notation. Watch this video to understand the concept of the arrangement of words in the form of a dictionary.,ssc--ib security assistant or executive tier 1--quantitative aptitude--arithmetic--counting principles--permutations and combinations
Learn/home/Logical or Analytical Ability,SSC,IB Security Assistant or Executive Tier 1,ib security assistant or executive tier 1,Yes,Logical or Analytical Ability,Quantitative Aptitude,No,5913548.0,141.0,3 min 57 sec,2 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Arrangement of Words in the Form of Dictionary,We have already studied permutation and factorial notation. Watch this video to understand the concept of the arrangement of words in the form of a dictionary.,ssc--ib security assistant or executive tier 1--quantitative aptitude--arithmetic--counting principles--permutations and combinations
Learn/home/General Studies,SSC,IB Security Assistant or Executive Tier 1,ib security assistant or executive tier 1,Yes,General Studies,General Studies,Yes,5913874.0,323.0,5 min 23 sec,5 mins 23 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Genetic Engineering,Viruses need not always be our foes! Watch this video to learn how they work wonders through gene therapy and cure us of fatal diseases. Let's explore!,"ssc--ib security assistant or executive tier 1--general studies--science and technology--science, technology and innovation--biotechnology"
Learn/home/English Language,SSC,IB Security Assistant or Executive Tier 1,ib security assistant or executive tier 1,Yes,English Language,Quantitative Aptitude,No,5913548.0,141.0,3 min 57 sec,2 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Arrangement of Words in the Form of Dictionary,We have already studied permutation and factorial notation. Watch this video to understand the concept of the arrangement of words in the form of a dictionary.,ssc--ib security assistant or executive tier 1--quantitative aptitude--arithmetic--counting principles--permutations and combinations
Learn/home,SSC,SSC Stenographer Grade C and D,ssc stenographer grade c and d,Yes,All Subjects,General Intelligence and Reasoning,Yes,5913573.0,203.0,3 min 23 sec,3 mins 23 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Sum of First n Terms of an Arithmetic Progression,"The sum of n terms of AP is the sum of the first n terms of the arithmetic sequence. To know how to calculate the sum of n terms of an AP, watch this video!","ssc--ssc stenographer grade c and d--general intelligence and reasoning--numerical reasoning--number analogy, classification and series--patterns followed in number series"
Learn/home/General Intelligence and Reasoning,SSC,SSC Stenographer Grade C and D,ssc stenographer grade c and d,Yes,General Intelligence and Reasoning,General Intelligence and Reasoning,Yes,5913573.0,203.0,3 min 23 sec,3 mins 23 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Sum of First n Terms of an Arithmetic Progression,"The sum of n terms of AP is the sum of the first n terms of the arithmetic sequence. To know how to calculate the sum of n terms of an AP, watch this video!","ssc--ssc stenographer grade c and d--general intelligence and reasoning--numerical reasoning--number analogy, classification and series--patterns followed in number series"
Learn/home/General Awareness,SSC,SSC Stenographer Grade C and D,ssc stenographer grade c and d,Yes,General Awareness,General Awareness,Yes,5912377.0,120.0,2 min ,2 mins 0 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Global Warming,"Hot days are getting hotter and more frequent all over the globe, while we are experiencing fewer cold days. This is happening due to a phenomenon called ‘global warming’. Let’s learn more about it.",ssc--ssc stenographer grade c and d--general intelligence and reasoning--numerical reasoning--mathematical operations--inequalities
Learn/home/English Language and Comprehension,SSC,SSC Stenographer Grade C and D,ssc stenographer grade c and d,Yes,English Language and Comprehension,General Intelligence and Reasoning,No,5913573.0,203.0,3 min 23 sec,3 mins 23 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Sum of First n Terms of an Arithmetic Progression,"The sum of n terms of AP is the sum of the first n terms of the arithmetic sequence. To know how to calculate the sum of n terms of an AP, watch this video!","ssc--ssc stenographer grade c and d--general intelligence and reasoning--numerical reasoning--number analogy, classification and series--patterns followed in number series"
Learn/home,SSC,SSC CPO Paper-I,ssc cpo paper-i,Yes,All Subjects,General Intelligence and Reasoning,Yes,5913522.0,90.0,3 min 20 sec,1 mins 30 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Understanding Inequalities,Equalities and inequalities are an integral part of any mathematical analysis. Watch this video to learn about the inequalities of real numbers that are very important for quadratic equations.,ssc--ssc cpo paper-i--general knowledge and general awareness--general science--chemistry--industrial chemistry
Learn/home/Quantitative Aptitude,SSC,SSC CPO Paper-I,ssc cpo paper-i,Yes,Quantitative Aptitude,Quantitative Aptitude,Yes,5914733.0,99.0,1 min 39 sec,1 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Uses of Graphs,"If I told you that the motion of your school bus could actually be represented on a graph sheet, you might think I'm crazy. Well, it’s actually possible! Let’s explore distance-time graphs!",ssc--ssc cpo paper-i--quantitative aptitude--data interpretation--graphical representation of data--bar graph representation of data
Learn/home/General Knowledge and General Awareness,SSC,SSC CPO Paper-I,ssc cpo paper-i,Yes,General Knowledge and General Awareness,General Knowledge and General Awareness,Yes,5914410.0,125.0,2 min 42 sec,2 mins 5 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Evaporation as a Method of Separation,"If you have ever been to a coastal area, you may have noticed rows of salt heaps. Where did these heaps come from? Watch this video to know more.",ssc--ssc cpo paper-i--general knowledge and general awareness--general science--chemistry--industrial chemistry
Learn/home/General Intelligence and Reasoning,SSC,SSC CPO Paper-I,ssc cpo paper-i,Yes,General Intelligence and Reasoning,General Intelligence and Reasoning,Yes,5913522.0,90.0,3 min 20 sec,1 mins 30 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Understanding Inequalities,Equalities and inequalities are an integral part of any mathematical analysis. Watch this video to learn about the inequalities of real numbers that are very important for quadratic equations.,ssc--ssc cpo paper-i--general knowledge and general awareness--general science--chemistry--industrial chemistry
Learn/home/English Comprehension,SSC,SSC CPO Paper-I,ssc cpo paper-i,Yes,English Comprehension,English Comprehension,Yes,5913522.0,90.0,3 min 20 sec,1 mins 30 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Understanding Inequalities,Equalities and inequalities are an integral part of any mathematical analysis. Watch this video to learn about the inequalities of real numbers that are very important for quadratic equations.,ssc--ssc cpo paper-i--quantitative aptitude--data interpretation--graphical representation of data--bar graph representation of data
Learn/home,SSC,Delhi Police Constable CBT,delhi police constable cbt,Yes,All Subjects,General Knowledge/ Current Affairs,No,5912377.0,120.0,2 min ,2 mins 0 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Global Warming,"Hot days are getting hotter and more frequent all over the globe, while we are experiencing fewer cold days. This is happening due to a phenomenon called ‘global warming’. Let’s learn more about it.",ssc--delhi police constable cbt--general knowledge/ current affairs--ecology and environment--environmental affairs--environmental issues
Learn/home/Reasoning,SSC,Delhi Police Constable CBT,delhi police constable cbt,Yes,Reasoning,Reasoning,Yes,5913573.0,203.0,3 min 23 sec,3 mins 23 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Sum of First n Terms of an Arithmetic Progression,"The sum of n terms of AP is the sum of the first n terms of the arithmetic sequence. To know how to calculate the sum of n terms of an AP, watch this video!",ssc--delhi police constable cbt--reasoning--numerical reasoning--number series--patterns followed in number series
Learn/home/Numerical Ability,SSC,Delhi Police Constable CBT,delhi police constable cbt,Yes,Numerical Ability,Numerical Ability,Yes,5914372.0,424.0,7 min 4 sec,7 mins 4 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Learning Algebraic Expressions,"Walls, doors, windows, and the roof together make a basic house on the ground. Let's know more about each component and formation of algebraic expressions in this video.",ssc--delhi police constable cbt--numerical ability--algebra--algebraic expression--algebraic expressions
Learn/home/General Knowledge or Current Affairs,SSC,Delhi Police Constable CBT,delhi police constable cbt,Yes,General Knowledge or Current Affairs,General Knowledge/ Current Affairs,No,5912377.0,120.0,2 min ,2 mins 0 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Global Warming,"Hot days are getting hotter and more frequent all over the globe, while we are experiencing fewer cold days. This is happening due to a phenomenon called ‘global warming’. Let’s learn more about it.",ssc--delhi police constable cbt--general knowledge/ current affairs--ecology and environment--environmental affairs--environmental issues
Learn/home/Computer Fundamentals,SSC,Delhi Police Constable CBT,delhi police constable cbt,Yes,Computer Fundamentals,Computer Fundamentals,Yes,5914342.0,68.0,2 min 58 sec,1 mins 8 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Data and Its Types,"Data is a collection of facts, such as numbers, words, measurements, observations or just descriptions of things. Watch this video for more information about data and its types.",ssc--delhi police constable cbt--computer fundamentals--computer awareness--computer and internet basics--database management system
Learn/home,SSC,SSC MTS Tier I,ssc mts tier i,Yes,All Subjects,Numerical Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc mts tier i--numerical aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/Numerical Aptitude,SSC,SSC MTS Tier I,ssc mts tier i,Yes,Numerical Aptitude,Numerical Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc mts tier i--numerical aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Intelligence & Reasoning,SSC,SSC MTS Tier I,ssc mts tier i,Yes,General Intelligence & Reasoning,Numerical Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc mts tier i--numerical aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/General English,SSC,SSC MTS Tier I,ssc mts tier i,Yes,General English,Numerical Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc mts tier i--numerical aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Awareness,SSC,SSC MTS Tier I,ssc mts tier i,Yes,General Awareness,Numerical Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc mts tier i--numerical aptitude--arithmetic--progression and series--A.M. and G.M.
