Goal,Exam,Chapter,Chapter Id
CBSE,7th CBSE,Heat and Its Effects,5f1a6ccef917ee53a5eee293
CBSE,7th CBSE,Flow of Heat,5f1a6ccff917ee53a5eee2b5
CBSE,7th CBSE,"Acids, Bases and Salts",5f1a6ccff917ee53a5eee2d3
CBSE,7th CBSE,Physical and Chemical Changes,5f1a6ccff917ee53a5eee31f
CBSE,7th CBSE,"Weather, Climate and Adaptation",5f1a6cd0f917ee53a5eee35b
CBSE,7th CBSE,Soil,5f1a6cd0f917ee53a5eee38a
CBSE,7th CBSE,Respiration,5f1a6cd0f917ee53a5eee3b6
CBSE,7th CBSE,Transportation of Materials in Plants and Animals,5f1a6cd1f917ee53a5eee3da
CBSE,7th CBSE,Reproduction in Plants,5f1a6cd1f917ee53a5eee40a
CBSE,7th CBSE,Motion and Time,5f1a6cd1f917ee53a5eee44b
CBSE,7th CBSE,"Winds, Storms and Cyclones",5f1a6cd2f917ee53a5eee468
CBSE,7th CBSE,Light,5f1a6cd2f917ee53a5eee48d
CBSE,7th CBSE,Electric Current and Its Effects,5f1a6cd2f917ee53a5eee4b8
CBSE,7th CBSE,Water – A Natural Resource,5f1a6cd2f917ee53a5eee4e4
CBSE,7th CBSE,Our Forests,5f1a6cd2f917ee53a5eee507
CBSE,7th CBSE,Wastewater Management,5f1a6cd3f917ee53a5eee539
CBSE,7th CBSE,Food,5f1a6ea1f917ee53a5eeefc9
CBSE,7th CBSE,Nutrition in Animals and Humans,5f1a6ea2f917ee53a5eef011
CBSE,7th CBSE,Fibre to Fabric : Animal Fibers,5f1a6ea2f917ee53a5eef066
CBSE,7th CBSE,Heat,5f1a6ea2f917ee53a5eef08a
CBSE,7th CBSE,"Acids, Bases and Salts",5f1a6ea3f917ee53a5eef0ec
CBSE,7th CBSE,Physical and Chemical Changes,5f1a6ea4f917ee53a5eef136
CBSE,7th CBSE,"Weather, Climate and Adaptations of Animals to Climate",5f1a6ea4f917ee53a5eef18a
CBSE,7th CBSE,"Winds, Storms and Cyclones",5f1a6ea5f917ee53a5eef20f
CBSE,7th CBSE,Soil,5f1a6ea5f917ee53a5eef26d
CBSE,7th CBSE,Respiration in Organisms,5f1a6ea6f917ee53a5eef2c0
CBSE,7th CBSE,Transportation in Animals and Plants,5f1a6ea6f917ee53a5eef2f8
CBSE,7th CBSE,Reproduction in Plants,5f1a6ea7f917ee53a5eef36e
CBSE,7th CBSE,Motion and Time,5f1a6ea8f917ee53a5eef3e1
CBSE,7th CBSE,Electric Current and Its Effects,5f1a6ea8f917ee53a5eef41b
CBSE,7th CBSE,Light,5f1a6ea9f917ee53a5eef46d
CBSE,7th CBSE,Water : A Precious Resource,5f1a6ea9f917ee53a5eef4cd
CBSE,7th CBSE,Forests : Our Lifeline,5f1a6eaaf917ee53a5eef505
CBSE,7th CBSE,Wastewater Story,5f1a6eaaf917ee53a5eef555
CBSE,7th CBSE,Nutrition In Plants,5f22cceadf29eca07a23a927
CBSE,7th CBSE,Nutrition In Animals,5f22cceadf29eca07a23a96e
CBSE,7th CBSE,Fibre To Fabric,5f22cceadf29eca07a23a99d
CBSE,7th CBSE,Heat,5f22ccebdf29eca07a23a9cb
CBSE,7th CBSE,"Acids, Bases And Salts",5f22ccebdf29eca07a23aa11
CBSE,7th CBSE,Physical And Chemical Changes,5f22ccecdf29eca07a23aa43
CBSE,7th CBSE,"Weather, Climate And Adaptations Of Animals To Climate",5f22ccecdf29eca07a23aa7e
CBSE,7th CBSE,"Winds, Storms And Cyclones",5f22cceddf29eca07a23aaff
CBSE,7th CBSE,Soil,5f22cceddf29eca07a23ab39
CBSE,7th CBSE,Respiration In Organisms,5f2554a510f983a2e931db8e
CBSE,7th CBSE,Transport In Animals And Plants,5f2554a610f983a2e931dbd5
CBSE,7th CBSE,Reproduction In Plants,5f22ccefdf29eca07a23abe5
CBSE,7th CBSE,Motion And Time,5f22ccefdf29eca07a23ac2f
CBSE,7th CBSE,Electric Current And Its Effects,5f2554a610f983a2e931dc13
CBSE,7th CBSE,Light,5f22ccf0df29eca07a23acb8
CBSE,7th CBSE,Water : A Precious Resource,5f2554a710f983a2e931dc53
CBSE,7th CBSE,Forests : Our Lifeline,5f22ccf1df29eca07a23ad47
CBSE,7th CBSE,Wastewater Story,5f22ccf1df29eca07a23ad8a
CBSE,7th CBSE,NUTRITION IN PLANTS,5f24151bdf29eca07a261768
CBSE,7th CBSE,REPRODUCTION IN PLANTS,5f24151bdf29eca07a261786
CBSE,7th CBSE,NUTRITION IN ANIMALS,5f24151cdf29eca07a2617da
CBSE,7th CBSE,TRANSPORTATION IN PLANTS AND ANIMALS,5f24151ddf29eca07a261838
CBSE,7th CBSE,RESPIRATION IN ORGANISMS,5f24151ddf29eca07a26186c
CBSE,7th CBSE,HEAT,5f24151ddf29eca07a26189c
CBSE,7th CBSE,HEAT TRANSMISSION,5f24151edf29eca07a2618c4
CBSE,7th CBSE,"ACIDS, BASES AND SALTS",5f24151edf29eca07a2618da
CBSE,7th CBSE,CHANGES AROUND US,5f24151edf29eca07a261914
CBSE,7th CBSE,FIBRE TO FABRIC,5f24151fdf29eca07a261949
CBSE,7th CBSE,MOTION AND TIME,5f24151fdf29eca07a26197d
CBSE,7th CBSE,LIGHT AND REFLECTION,5f24151fdf29eca07a2619ab
CBSE,7th CBSE,ELECTRIC CURRENT AND ITS EFFECTS,5f241520df29eca07a2619fe
CBSE,7th CBSE,"WEATHER, CLIMATE AND ADAPTATIONS OF ANIMALS",5f241520df29eca07a261a20
CBSE,7th CBSE,SOIL,5f241520df29eca07a261a44
CBSE,7th CBSE,FORESTS: OUR LIFELINE,5f241521df29eca07a261aa6
CBSE,7th CBSE,WATER: A PRECIOUS RESOURCE,5f241521df29eca07a261aea
CBSE,7th CBSE,"WINDS, STORMS AND CYCLONES",5f241522df29eca07a261b2a
CBSE,7th CBSE,WASTEWATER MANAGEMENT,5f241522df29eca07a261b60
CBSE,7th CBSE,NUTRITION IN PLANTS,5f2415dfdf29eca07a261f2c
CBSE,7th CBSE,NUTRITION IN ANIMALS,5f2415dfdf29eca07a261f45
CBSE,7th CBSE,FIBRE TO FABRIC,5f2415e0df29eca07a261f59
CBSE,7th CBSE,HEAT,5f2415e0df29eca07a261f69
CBSE,7th CBSE,"ACIDS, BASES AND SALTS",5f2415e0df29eca07a261f7d
CBSE,7th CBSE,PHYSICAL AND CHEMICAL CHANGES,5f2415e0df29eca07a261f89
CBSE,7th CBSE,"WEATHER, CLIMATE AND ADAPTATIONS OF ANIMALS TO CLIMATE",5f2415e0df29eca07a261f96
CBSE,7th CBSE,"WINDS, STORMS AND CYCLONES",5f2415e0df29eca07a261fa2
CBSE,7th CBSE,SOIL,5f2415e0df29eca07a261fab
CBSE,7th CBSE,RESPIRATION IN ORGANISMS,5f2415e1df29eca07a261fc4
CBSE,7th CBSE,TRANSPORTATION IN ANIMALS AND PLANTS,5f2415e1df29eca07a261fd8
CBSE,7th CBSE,REPRODUCTION IN PLANTS,5f2415e1df29eca07a261ff8
CBSE,7th CBSE,MOTION AND TIME,5f2415e1df29eca07a262025
CBSE,7th CBSE,ELECTRIC CURRENT AND ITS EFFECTS,5f2415e1df29eca07a262037
CBSE,7th CBSE,LIGHT,5f2415e2df29eca07a262041
CBSE,7th CBSE,WATER: A PRECIOUS RESOURCE,5f2415e2df29eca07a262051
CBSE,7th CBSE,FORESTS: OUR LIFELINE,5f2415e2df29eca07a262063
CBSE,7th CBSE,WASTEWATER STORY,5f2415e2df29eca07a262077
CBSE,7th CBSE,Nutrition in Plants,5f2418addf29eca07a26323f
CBSE,7th CBSE,Nutrition in Animals,5f2418addf29eca07a263265
CBSE,7th CBSE,Fibres,5f2418aedf29eca07a2632d6
CBSE,7th CBSE,Heat and Temperature,5f2418aedf29eca07a263321
CBSE,7th CBSE,Transfer of Heat,5f2418afdf29eca07a263345
CBSE,7th CBSE,"Acids, Bases and Salts",5f2418afdf29eca07a26336d
CBSE,7th CBSE,Physical and Chemical Changes,5f2418afdf29eca07a2633a1
CBSE,7th CBSE,"Weather, Climate and Adaptations",5f2418b0df29eca07a2633ca
CBSE,7th CBSE,"Wind, Storm and Cyclones",5f2418b0df29eca07a26342c
CBSE,7th CBSE,Soil,5f2418b1df29eca07a26345e
CBSE,7th CBSE,Respiration in Animals and Plants,5f2418b1df29eca07a26349e
CBSE,7th CBSE,Transportation in Animals and Plants,5f2418b2df29eca07a2634e3
CBSE,7th CBSE,Reproduction in Plants,5f2418b2df29eca07a263542
CBSE,7th CBSE,Motion and Time,5f2418b3df29eca07a2635c4
CBSE,7th CBSE,Electric Current and Its Effects,5f2418b4df29eca07a2635f6
CBSE,7th CBSE,Light,5f2418b4df29eca07a263635
CBSE,7th CBSE,Water,5f2418b5df29eca07a263666
CBSE,7th CBSE,Forest,5f2418b5df29eca07a26369e
CBSE,7th CBSE,Waste Water Story,5f2418bbdf29eca07a263717
CBSE,7th CBSE,Nutrition in Plants,5f241b14df29eca07a263d7f
CBSE,7th CBSE,Nutrition in Animals,5f241b14df29eca07a263d9c
CBSE,7th CBSE,Fibre to Fabric,5f241b15df29eca07a263dcf
CBSE,7th CBSE,Chemicals and Chemical Changes,5f241b15df29eca07a263e28
CBSE,7th CBSE,"Acids, Bases and Salts",5f241b16df29eca07a263e62
CBSE,7th CBSE,Heat and Temperature,5f241b16df29eca07a263ec9
CBSE,7th CBSE,Climate and Adaptation,5f241b17df29eca07a263f04
CBSE,7th CBSE,Soil,5f241b17df29eca07a263f2d
CBSE,7th CBSE,Respiration in Organisms,5f241b18df29eca07a263f9b
CBSE,7th CBSE,Transportation of Substances,5f241b18df29eca07a263fbb
CBSE,7th CBSE,Reproduction in Plants,5f241b18df29eca07a263fe5
CBSE,7th CBSE,Time and Motion,5f241b19df29eca07a264039
CBSE,7th CBSE,Electric Current and its Effects,5f241b19df29eca07a264065
CBSE,7th CBSE,Wind and Storm,5f241b19df29eca07a264090
CBSE,7th CBSE,Light,5f241b1adf29eca07a2640ae
CBSE,7th CBSE,Water,5f241b1adf29eca07a2640cf
CBSE,7th CBSE,Forests: Our Lifeline,5f241b1adf29eca07a26410e
CBSE,7th CBSE,Wastewater Management,5f241b1bdf29eca07a264138
CBSE,7th CBSE,Nutrition in Plants,5f2d425062e9210d2552384e
CBSE,7th CBSE,Nutrition in Animals,5f2d425162e9210d2552386d
CBSE,7th CBSE,Animal Fibres,5f2d425162e9210d2552389e
CBSE,7th CBSE,Heat and Temperature,5f2d425262e9210d255238e5
CBSE,7th CBSE,Matter and Chemical Formulae,5f2d425262e9210d25523935
CBSE,7th CBSE,"Acids, Bases and Salts",5f2d425262e9210d25523963
CBSE,7th CBSE,Physical and Chemical Changes,5f2d425362e9210d255239c3
CBSE,7th CBSE,"Weather, Climate and Animal Adaptations",5f2d425462e9210d255239fe
CBSE,7th CBSE,Soil: A Natural Resource,5f2d425462e9210d25523a47
CBSE,7th CBSE,Respiration in Organisms,5f2d425562e9210d25523a7b
CBSE,7th CBSE,Transportation and Excretion,5f2d425562e9210d25523ab5
CBSE,7th CBSE,Reproduction in Plants,5f2d425662e9210d25523af1
CBSE,7th CBSE,Time and Motion,5f2d425662e9210d25523b3c
CBSE,7th CBSE,"Winds, Storms and Cyclones",5f2d425762e9210d25523b5e
CBSE,7th CBSE,Light and Associated Phenomena,5f2d425762e9210d25523b83
CBSE,7th CBSE,Electric Current and Simple Circuits,5f2d425762e9210d25523bc2
CBSE,7th CBSE,Water–A Life-giving Liquid,5f2d425862e9210d25523be4
CBSE,7th CBSE,Forests and their Conservation,5f2d425862e9210d25523c17
CBSE,7th CBSE,Management of Wastewater,5f2d425862e9210d25523c35
CBSE,7th CBSE,Nutrition in plants,5f2d63e8565980acfcc4b34b
CBSE,7th CBSE,Nutrition in Animals,5f2d63e9565980acfcc4b381
CBSE,7th CBSE,Fibre to Fabric,5f2d63e9565980acfcc4b39d
CBSE,7th CBSE,Heat Flow and Temperature,5f2d63e9565980acfcc4b3d9
CBSE,7th CBSE,"Acids, Bases and Salts",5f2d63ea565980acfcc4b40f
CBSE,7th CBSE,Physical and Chemical Changes,5f2d63ea565980acfcc4b43d
CBSE,7th CBSE,"Weather, Climate and Adaptations of Animals to Climate",5f2d63eb565980acfcc4b463
CBSE,7th CBSE,"Winds, Storms and Cyclones",5f2d63eb565980acfcc4b479
CBSE,7th CBSE,Soil,5f2d63eb565980acfcc4b49f
CBSE,7th CBSE,Respiration in Organisms,5f2d63eb565980acfcc4b4c9
CBSE,7th CBSE,Transportation in Plants and Animals,5f2d63ec565980acfcc4b4e7
CBSE,7th CBSE,Reproduction in Plants,5f2d63ec565980acfcc4b519
CBSE,7th CBSE,Time and Motion,5f2d63ec565980acfcc4b543
CBSE,7th CBSE,Electric Current and Its Effects,5f2d63ed565980acfcc4b56b
CBSE,7th CBSE,Light,5f2d63ed565980acfcc4b5c5
CBSE,7th CBSE,Water : A Precious Resource,5f2d63ee565980acfcc4b607
CBSE,7th CBSE,Forests,5f2d63ee565980acfcc4b61f
CBSE,7th CBSE,Wastewater Management,5f2d63ee565980acfcc4b651
CBSE,7th CBSE,Nutrition in Plants,5f2d6a520f3b9197250f4c50
CBSE,7th CBSE,Utilization of Food in Plants and Animals,5f2d6a530f3b9197250f4ca4
CBSE,7th CBSE,Fibres to Fabric,5f2d6a540f3b9197250f4d24
CBSE,7th CBSE,Heat and Temperature,5f2d6a550f3b9197250f4d7e
CBSE,7th CBSE,"Acids, Bases and Salts",5f2d6a550f3b9197250f4dca
CBSE,7th CBSE,Physical and Chemical Changes,5f2d6a560f3b9197250f4e58
CBSE,7th CBSE,Soil,5f2d6a570f3b9197250f4eac
CBSE,7th CBSE,Surroundings affect the Living,5f2d6a580f3b9197250f4eec
CBSE,7th CBSE,"Respiration, The Breath of Life",5f2d6a580f3b9197250f4f40
CBSE,7th CBSE,Transportation in Plants and Animals,5f2d6a590f3b9197250f4f72
CBSE,7th CBSE,Multiplication in Plants,5f2d6a590f3b9197250f4fda
CBSE,7th CBSE,Motion and Time,5f2d6a5a0f3b9197250f504a
CBSE,7th CBSE,Electric Current and its Uses,5f2d6a5a0f3b9197250f506c
CBSE,7th CBSE,"Rain, Thunder and Lightning",5f2d6a5b0f3b9197250f50b2
CBSE,7th CBSE,Light,5f2d6a5b0f3b9197250f50de
CBSE,7th CBSE,Water,5f2d6a5c0f3b9197250f511c
CBSE,7th CBSE,Forests,5f2d6a5c0f3b9197250f5152
CBSE,7th CBSE,Waste Management,5f2d6a5d0f3b9197250f5176
CBSE,7th CBSE,Nutrition in Plants,5f07220f9a10ea4cb3baa3c5
CBSE,7th CBSE,Nutrition in Animals,5f0722109a10ea4cb3baa3ed
CBSE,7th CBSE,Fibre to Fabric,5f0722109a10ea4cb3baa455
CBSE,7th CBSE,Heat and its Effects,5f0722119a10ea4cb3baa48c
CBSE,7th CBSE,"Acids, Bases and Salts",5f0722119a10ea4cb3baa4e8
CBSE,7th CBSE,Physical and Chemical Changes,5f0722129a10ea4cb3baa524
CBSE,7th CBSE,"Weather, Climate and Adaptations of Animals to Climate",5f0722129a10ea4cb3baa54d
CBSE,7th CBSE,"Winds, Storms and Cyclones",5f0722129a10ea4cb3baa59d
CBSE,7th CBSE,Soil,5f0722139a10ea4cb3baa5dc
CBSE,7th CBSE,Respiration in Organisms,5f0722139a10ea4cb3baa609
CBSE,7th CBSE,Transportation in Animals and Plants,5f0722139a10ea4cb3baa643
CBSE,7th CBSE,Reproduction in Plants,5f0722149a10ea4cb3baa683
CBSE,7th CBSE,Time and Motion,5f0722149a10ea4cb3baa6e9
CBSE,7th CBSE,Electric Current and its Effects,5f0722159a10ea4cb3baa720
CBSE,7th CBSE,Light,5f0722159a10ea4cb3baa75f
CBSE,7th CBSE,Water: A Precious Natural Resource,5f0722169a10ea4cb3baa7ae
CBSE,7th CBSE,Forests: Our Lifeline,5f0722169a10ea4cb3baa7ef
CBSE,7th CBSE,Wastewater Story,5f0722179a10ea4cb3baa837
CBSE,7th CBSE,Nutrition in Plants,5f23f9badf29eca07a25d186
CBSE,7th CBSE,Nutrition in Animals,5f23f9badf29eca07a25d1a2
CBSE,7th CBSE,Fibre to Fabric,5f23f9bbdf29eca07a25d1db
CBSE,7th CBSE,Heat and Temperature,5f23f9bbdf29eca07a25d20a
CBSE,7th CBSE,"Acids, Bases and Salts",5f23f9bbdf29eca07a25d232
CBSE,7th CBSE,Physical and Chemical Changes,5f23f9bcdf29eca07a25d284
CBSE,7th CBSE,"Weather, Climate and Adaptation of Animals to Climate",5f23f9bcdf29eca07a25d2a0
CBSE,7th CBSE,"Wind, Storms and Cyclones",5f23f9bcdf29eca07a25d2c4
CBSE,7th CBSE,Soil,5f23f9bcdf29eca07a25d2ef
CBSE,7th CBSE,Respiration in Organisms,5f23f9bddf29eca07a25d38f
CBSE,7th CBSE,Transportation in Plants and Animals,5f23f9bedf29eca07a25d3e3
CBSE,7th CBSE,Reproduction in Plants,5f23f9bfdf29eca07a25d435
CBSE,7th CBSE,Motion and Time,5f23f9bfdf29eca07a25d47f
CBSE,7th CBSE,Electric Current and its Effects,5f23f9bfdf29eca07a25d4a7
CBSE,7th CBSE,Light,5f23f9bfdf29eca07a25d4ba
CBSE,7th CBSE,Water: A Precious Resource,5f23f9c0df29eca07a25d4dc
CBSE,7th CBSE,Forests: Our Lifeline,5f23f9c0df29eca07a25d509
CBSE,7th CBSE,Wastewater Story,5f23f9c0df29eca07a25d54f
CBSE,7th CBSE,Nutrition In Plants,5f478416ce031eea995af1c2
CBSE,7th CBSE,Nutrition In Animals,5f478416ce031eea995af1f2
CBSE,7th CBSE,Materials Of Daily Use,5f478416ce031eea995af226
CBSE,7th CBSE,Heat,5f478416ce031eea995af236
CBSE,7th CBSE,Different Kinds Of Materials,5f478417ce031eea995af25e
CBSE,7th CBSE,How Things React With One Another,5f478417ce031eea995af27c
CBSE,7th CBSE,"Weather, Climate And Adaptations Of Animals",5f478417ce031eea995af29a
CBSE,7th CBSE,Soil,5f478417ce031eea995af2c0
CBSE,7th CBSE,Respiration In Organisms,5f478418ce031eea995af2f6
CBSE,7th CBSE,Transportation Of Materials,5f478418ce031eea995af324
CBSE,7th CBSE,Reproduction In Plants,5f478418ce031eea995af36e
CBSE,7th CBSE,Motion And Time,5f478419ce031eea995af3b6
CBSE,7th CBSE,Electric Current And Its Effects,5f478419ce031eea995af3cc
CBSE,7th CBSE,Light,5f478419ce031eea995af3de
CBSE,7th CBSE,"Winds, Storms And Cyclones",5f478419ce031eea995af408
CBSE,7th CBSE,Scarcity Of Water,5f478419ce031eea995af428
CBSE,7th CBSE,Forests,5f478419ce031eea995af450
CBSE,7th CBSE,Waste Management,5f47841ace031eea995af47e
CBSE,7th CBSE,Nutrition in Plants,5f082c999a10ea4cb3bbd4b1
CBSE,7th CBSE,Nutrition in Animals,5f082c999a10ea4cb3bbd4c5
CBSE,7th CBSE,Fibre to Fabric - Animal Fibres,5f082c999a10ea4cb3bbd4fb
CBSE,7th CBSE,Heat,5f082c9a9a10ea4cb3bbd536
CBSE,7th CBSE,"Acids, Bases and Salts",5f082c9a9a10ea4cb3bbd55e
CBSE,7th CBSE,Physical and Chemical Changes,5f082c9a9a10ea4cb3bbd590
CBSE,7th CBSE,"Weather, Climate and Adaptations",5f082c9b9a10ea4cb3bbd5c9
CBSE,7th CBSE,"Winds, Storms and Cyclones",5f082c9b9a10ea4cb3bbd60e
CBSE,7th CBSE,Soil,5f082c9b9a10ea4cb3bbd630
CBSE,7th CBSE,Respiration in Organisms,5f082c9c9a10ea4cb3bbd6a5
CBSE,7th CBSE,Transportation in Animals and Plants,5f082c9c9a10ea4cb3bbd6bf
CBSE,7th CBSE,Reproduction in Plants,5f082c9d9a10ea4cb3bbd703
CBSE,7th CBSE,Motion and Time,5f082c9d9a10ea4cb3bbd737
CBSE,7th CBSE,Electric Current and its Effects,5f082c9d9a10ea4cb3bbd74d
CBSE,7th CBSE,Light,5f082c9d9a10ea4cb3bbd76a
CBSE,7th CBSE,Water: A Natural Resource,5f082c9e9a10ea4cb3bbd796
CBSE,7th CBSE,Forests: Our Lifeline,5f082c9e9a10ea4cb3bbd7e2
CBSE,7th CBSE,Wastewater Story,5f082c9e9a10ea4cb3bbd7f4
Banking,SBI PO Mains,Current Banking Trends,5f07fb0a9a10ea4cb3bb3baa
Banking,SBI PO Mains,Loan Policy and Loan Documentation,5f07fb199a10ea4cb3bb435c
Banking,SBI PO Mains,Priority Sector Loans,5f07fb239a10ea4cb3bb4917
Banking,SBI PO Mains,Banking Law and Practice,5f07fb299a10ea4cb3bb4c3d
Banking,SBI PO Mains,Foreign Exchange Operations,5f07fb3a9a10ea4cb3bb5673
Banking,SBI PO Mains,Information Technology & Banking,5f07fb409a10ea4cb3bb593a
Banking,SBI PO Mains,Financial Statements Analysis,5f07fb479a10ea4cb3bb5cfa
Banking,SBI PO Mains,UNITARY METHOD,5f1593277f10acd64621125c
Banking,SBI PO Mains,"TIME AND WORK, PIPE AND CISTERN",5f1593277f10acd646211280
Banking,SBI PO Mains,RATIO AND PROPORTIONS,5f1593287f10acd646211291
Banking,SBI PO Mains,ALLIGATIONS & MIXTURES,5f1593287f10acd6462112a7
Banking,SBI PO Mains,NUMBER SYSTEM,5f1593287f10acd6462112b1
Banking,SBI PO Mains,PERCENTAGE,5f15932a7f10acd64621134d
Banking,SBI PO Mains,PROFIT AND LOSS,5f15932a7f10acd646211365
Banking,SBI PO Mains,SIMPLE INTEREST AND COMPOUND INTEREST,5f15932a7f10acd646211370
Banking,SBI PO Mains,TIME AND DISTANCE,5f15932a7f10acd64621138b
Banking,SBI PO Mains,AVERAGE,5f15932a7f10acd64621139b
Banking,SBI PO Mains,MENSURATION (Two Dimension),5f15932a7f10acd6462113af
Banking,SBI PO Mains,PROBABILITY,5f15932b7f10acd6462113d7
Banking,SBI PO Mains,PARTNERSHIP,5f15932b7f10acd6462113e7
Banking,SBI PO Mains,DATA SUFFICIENCY,5f15932b7f10acd6462113f7
Banking,SBI PO Mains,SERIES COMPLETION,5f15932b7f10acd646211443
Banking,SBI PO Mains,ANALOGY,5f15932c7f10acd64621147a
Banking,SBI PO Mains,CLASSIFICATION,5f15932d7f10acd6462114e4
Banking,SBI PO Mains,CODING DECODING,5f15932d7f10acd6462114f7
Banking,SBI PO Mains,BLOOD RELATIONS,5f15932d7f10acd646211513
Banking,SBI PO Mains,PUZZLE TEST,5f15932d7f10acd646211528
Banking,SBI PO Mains,DIRECTION SENSE TEST,5f15932e7f10acd64621153f
Banking,SBI PO Mains,DIAGRAMATIC REPRESENTATION OF DATA (LOGICAL VENN DIAGRAMS),5f15932e7f10acd646211548
Banking,SBI PO Mains,ALPHABETICAL QUIBBLE,5f15932e7f10acd646211551
Banking,SBI PO Mains,MATHEMATICAL OPERATIONS,5f15932e7f10acd646211556
Banking,SBI PO Mains,"NUMBER, RANKING & TIME SEQUENCE TEST",5f15932e7f10acd646211562
Banking,SBI PO Mains,LOGICAL SEQUENCE OF WORDS (DIRECTORY),5f15932e7f10acd64621156f
Banking,SBI PO Mains,DECISION MAKING,5f15932e7f10acd646211574
Banking,SBI PO Mains,SEQUENTIAL OUTPUT TRACING,5f15932e7f10acd646211582
Banking,SBI PO Mains,SERIES,5f15932f7f10acd6462115ad
Banking,SBI PO Mains,PATTERN PERCEPTION,5f15932f7f10acd6462115b2
Banking,SBI PO Mains,FIGURE FORMATION AND ANALYSIS,5f15932f7f10acd6462115b7
Banking,SBI PO Mains,FIGURE MATRIX,5f15932f7f10acd6462115bc
Banking,SBI PO Mains,RULE DETECTION,5f15932f7f10acd6462115c1
Banking,SBI PO Mains,SYLLOGISM,5f15932f7f10acd64621161f
Banking,SBI PO Mains,STATEMENT CONCLUSIONS,5f15932f7f10acd646211631
Banking,SBI PO Mains,STATEMENT ARGUMENTS,5f15932f7f10acd64621163f
Banking,SBI PO Mains,STATEMENT ASSUMPTIONS,5f15932f7f10acd646211644
Banking,SBI PO Mains,STATEMENT COURSES OF ACTION,5f1593307f10acd646211649
Banking,SBI PO Mains,INFERENCE,5f1593307f10acd64621164e
Banking,SBI PO Mains,CAUSE AND EFFECT,5f1593307f10acd646211653
Banking,SBI PO Mains,COMPREHENSION,5f1593307f10acd646211659
Banking,SBI PO Mains,SPOTTING ERRORS,5f1593307f10acd64621166e
Banking,SBI PO Mains,SENTENCE CORRECTION,5f1593327f10acd646211764
Banking,SBI PO Mains,SENTENCE COMPLETION,5f1593327f10acd646211769
Banking,SBI PO Mains,ONE WORD SUBSTITUTION,5f1593327f10acd64621176e
Banking,SBI PO Mains,SYNONYMS,5f1593327f10acd646211773
Banking,SBI PO Mains,ANTONYMS,5f1593327f10acd64621177a
Banking,SBI PO Mains,CURRENT AFFAIRS,5f15933d7f10acd646211bf6
Banking,SBI PO Mains,INTRODUCTION TO COMPUTERS,5f15933e7f10acd646211ca3
Banking,SBI PO Mains,PRACTICE PAPER-I (PRELIMS),5f1593407f10acd646211d60
Banking,SBI PO Mains,PRACTICE PAPER-II (MAINS),5f1593407f10acd646211d66
Banking,SBI PO Mains,SOLVED PAPER,5f1593407f10acd646211d6c
Banking,SBI PO Mains,TABULATION,5f170dc3e61885046e5d94ce
Banking,SBI PO Mains,BAR-GRAPHS,5f170dc3e61885046e5d94d4
Banking,SBI PO Mains,LINE-GRAPHS,5f170dc3e61885046e5d94d9
Banking,SBI PO Mains,PIE-CHARTS,5f170dc3e61885046e5d94de
Banking,SBI PO Mains,Relationship or Analogy Test,5f0712c69a10ea4cb3ba65ef
Banking,SBI PO Mains,Spotting out the Dissimilar,5f0712c69a10ea4cb3ba6615
Banking,SBI PO Mains,Series Completion Test,5f0712c69a10ea4cb3ba661a
Banking,SBI PO Mains,Coding and Decoding Test,5f0712c69a10ea4cb3ba661e
Banking,SBI PO Mains,Direction Sense Test,5f0712c69a10ea4cb3ba6622
Banking,SBI PO Mains,Blood Relation,5f0712c69a10ea4cb3ba6626
Banking,SBI PO Mains,Problems based on Alphabet,5f0712c69a10ea4cb3ba662a
Banking,SBI PO Mains,Time Sequence Test,5f0712c69a10ea4cb3ba6632
Banking,SBI PO Mains,Mathematical Ability Test,5f0712c69a10ea4cb3ba6636
Banking,SBI PO Mains,Situation Reaction Test,5f0712c69a10ea4cb3ba663a
Banking,SBI PO Mains,Verification of the Truth of the Statement,5f0712c69a10ea4cb3ba663e
Banking,SBI PO Mains,Best Reason Test,5f0712c69a10ea4cb3ba6642
Banking,SBI PO Mains,Paper Cutting Type Questions,5f0712c69a10ea4cb3ba6646
Banking,SBI PO Mains,Assigning Artificial Values to Arithmetical Digits and Signs,5f0712c69a10ea4cb3ba664a
Banking,SBI PO Mains,Arranging According to Size or Age or Natural Sequence,5f0712c79a10ea4cb3ba664e
Banking,SBI PO Mains,Venn Diagram and Chart Type Test,5f0712c79a10ea4cb3ba6652
Banking,SBI PO Mains,Questions Based on a Problem and two Statements,5f0712c79a10ea4cb3ba6656
Banking,SBI PO Mains,Questions on Rule,5f0712c79a10ea4cb3ba665a
Banking,SBI PO Mains,Selection of Figure Similar to the Given Figure,5f0712c79a10ea4cb3ba665e
Banking,SBI PO Mains,Questions on Mirror-Image,5f0712c79a10ea4cb3ba6662
Banking,SBI PO Mains,Selection on Conditions,5f0712c79a10ea4cb3ba666d
Banking,SBI PO Mains,Questions on Components,5f0712c79a10ea4cb3ba6671
Banking,SBI PO Mains,Classification of Figures of Same Characteristics,5f0712c79a10ea4cb3ba6675
Banking,SBI PO Mains,Questions Based on a Statement and Two Courses of Action,5f0712c79a10ea4cb3ba6679
Banking,SBI PO Mains,Completion of A Pattern,5f0712c79a10ea4cb3ba667d
